,fullname,uni_name,file,is_a_main_job
703,Anna Hibner,Wyższa Szkoła Gospodarki w Bydgoszczy,other-names,
706,Agnieszka Hłobił,Politechnika Koszalińska,other-names,
721,Kenneth Bo-Ingvar Holmqvist,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
728,Lidia Huber,Akademia Nauk Stosowanych im. Księcia Mieszka I w Poznaniu,other-names,
734,Katarzyna Idzikowska,Akademia Leona Koźmińskiego w Warszawie,other-names,
745,Szczepan Iwański,Instytut Psychiatrii i Neurologii,other-names,
753,Jan Andrzej Jagiełło,Papieski Wydział Teologiczny we Wrocławiu,other-names,
760,Zdzisława Janiszewska-Nieścioruk,Uniwersytet Zielonogórski,other-names,
770,Konrad Janowski,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
779,Lilianna Ewa Jarmakowska-Kostrzanowska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
781,Tomasz Andrzej Jarmakowski-Kostrzanowski,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
785,Paulina Anna Jarosz,Staropolska Akademia Nauk Stosowanych w Kielcach,other-names,
788,Arkadiusz Mirosław Jasiński,Uniwersytet Opolski,other-names,
798,Kamil Jaworski,Wyższa Szkoła Menedżerska w Warszawie,other-names,
803,Aleksandra Maria Jędryszek-Geisler,Wyższa Szkoła Menedżerska w Warszawie,other-names,
815,Agata Juruć,Akademia Nauk Stosowanych w Koninie,other-names,
823,Milena Kaczmarczyk,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
826,Bożydar Kaczmarek,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
835,Marcin Kalinowski,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
842,Alicja Kalus,Uniwersytet Opolski,other-names,
844,PIOTR KAŁOWSKI,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
856,Jagoda Karalus,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
862,Zofia Agnieszka Kardasz,Uniwersytet Opolski,other-names,
863,Emilia Kardaś-Grodzicka,Akademia Pomorska w Słupsku,other-names,
866,Anna Karolczak,Uniwersytet w Białymstoku,other-names,
878,Grzegorz Jarosław Kata,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
884,Anatolii Kibysh,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
886,Andrzej Kiejna,Wyższa Szkoła Bankowa w Toruniu,other-names,
890,Julita Kielińska,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,other-names,
891,Ewa Cecylia Kiełek-Rataj,Uniwersytet Opolski,other-names,
893,Krzysztof Kiełkiewicz,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
895,Michał Kierzkowski,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku,other-names,
896,Monika Kisielewska,Uniwersytet w Białymstoku,other-names,
898,Ryszard Klamut,Politechnika Rzeszowska im. Ignacego Łukasiewicza,other-names,
903,Angelika Kleszczewska- Albińska,Wyższa Szkoła Menedżerska w Warszawie,other-names,
908,Ewa Klimas-Kuchta,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
909,Wioletta Klimczak,Wyższa Szkoła Bankowa w Toruniu,other-names,
911,Piotr Klimczyk,Państwowa Uczelnia im. Stefana Batorego,other-names,
921,Katarzyna Knopp,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach,other-names,
925,Remigiusz Koc,Wyższa Szkoła Gospodarki w Bydgoszczy,other-names,
926,Iwona Ewa Kocemba,Akademia Humanistyczno-Ekonomiczna w Łodzi,other-names,
929,Andrzej Bartłomiej Kokiel,Wyższa Szkoła Bankowa w Poznaniu,other-names,
930,Magdalena Kolańska - Stronka ,Uniwersytet Zielonogórski,other-names,
931,Krzysztof Kolecki,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
936,Agnieszka Kolek,Państwowa Uczelnia Zawodowa im. Ignacego Mościckiego w Ciechanowie,other-names,
937,Marcin Stanisław Kolemba,Uniwersytet w Białymstoku,other-names,
938,Marcin Kolwitz,Pomorski Uniwersytet Medyczny w Szczecinie,other-names,
940,SABINA KOŁODZIEJ,Akademia Leona Koźmińskiego w Warszawie,other-names,
963,Anna Lucyna Koprowicz,Akademia Pomorska w Słupsku,other-names,
965,Aleksander Korchut,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
972,Elżbieta Kornacka-Skwara,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,other-names,
989,Magdalena Anna Kostyła,Uniwersytet Medyczny w Łodzi,other-names,
991,Ryszard Kościelak,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
994,Agnieszka Izabela Kotarba,Uniwersytet Medyczny w Łodzi,other-names,
1005,Jacek Kowalczyk,Akademia Pomorska w Słupsku,other-names,
1012,Łukasz Paweł Kowalik,Akademia Leona Koźmińskiego w Warszawie,other-names,
1016,SYLWESTER KOWALSKI,Politechnika Morska w Szczecinie,other-names,
1018,Maria Zofia Kozielska,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1023,Daria Maria KOZŁOWSKA,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1031,Magdalena Barbara Kraczla,Wyższa Szkoła Bankowa w Poznaniu,other-names,
1044,Dariusz Krok,Uniwersytet Opolski,other-names,
1045,Ewa Krokosz,Szkoła Wyższa Wymiaru Sprawiedliwości,other-names,
1054,Nadia Kruszyńska,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
1059,Piotr Krzywicki,Państwowa Uczelnia Zawodowa we Włocławku,other-names,
1062,Ewelina Krzyżowska,Politechnika Częstochowska,other-names,
1065,Aleksandra Maria Kubiak,Uniwersytet Zielonogórski,other-names,
1066,Elżbieta Kubińska,Uniwersytet Ekonomiczny w Krakowie,other-names,
1080,Julita Kazimiera Kuczyńska,Instytut Psychiatrii i Neurologii,other-names,
1090,Grzegorz Kulik,Państwowa Wyższa Szkoła Zawodowa w Nysie,other-names,
1106,Roman  Łukasz Kurzeja,Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu,other-names,
1116,Marek Kuźnik,Wyższa Szkoła Humanitas w Sosnowcu,other-names,
1121,Agnieszka Renata Kwiatkowska,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1136,Ilona Laskowska-Levy,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1147,Artur Lemiński,Pomorski Uniwersytet Medyczny w Szczecinie,other-names,
1148,Giuseppe Leonardi,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1154,Monika Zofia Lewandowska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
1162,Maria Antonina Lewicka,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
1176,Mariusz Józef Lipowski,Akademia Wychowania Fizycznego i Sportu im. Jędrzeja Śniadeckiego w Gdańsku,other-names,
1200,KINGA MARTYNA ŁAGOWSKA,Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu,other-names,
1204,Kamila Anna Łaszewska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
1214,Jacek Adam Łukasiewicz,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
1218,Andrzej Łukasik,Uniwersytet Rzeszowski,other-names,
1227,Gabriela Monika Machaczek,Akademia Techniczno-Humanistyczna w Bielsku-Białej,other-names,
1228,Anita Karolina Machaj,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1231,Anna Machnik-Czerwik,Uniwersytet Opolski,other-names,
1232,HENRYK JÓZEF MACHOŃ,Politechnika Opolska,other-names,
1239,ANNA MACKO,Akademia Leona Koźmińskiego w Warszawie,other-names,
1241,Ewa Magier-Łakomy,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
1249,Natalia Majchrzak,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1255,Mariusz Makowski,Uniwersytet Ekonomiczny w Krakowie,other-names,
1271,Zbigniew Paweł Małysz,Wyższa Szkoła Menedżerska w Warszawie,other-names,
1280,Katarzyna Kinga Marchewka,Wyższa Szkoła Biznesu - National Louis University z siedzibą w Nowym Sączu,other-names,
1282,Ewa Marcisz-Dyla,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,other-names,
1283,MIŁOSZ MARCYSIAK,Państwowa Uczelnia Zawodowa im. Ignacego Mościckiego w Ciechanowie,other-names,
1288,Mateusz Marek,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
1289,Andrzej Stanisław Margasiński,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,other-names,
1292,Katarzyna Małgorzata Markiewicz,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
1294,Piotr Markiewicz,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
1296,ŁUKASZ MARKIEWICZ,Akademia Leona Koźmińskiego w Warszawie,other-names,
1301,Emilia Elżbieta Martynowicz,Wyższa Szkoła Bankowa w Poznaniu,other-names,
1306,Magdalena Maria Marzec,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
1308,Agnieszka Anna Mateja,Wyższa Szkoła Humanitas w Sosnowcu,other-names,
1312,Alina Matlakiewicz,Wyższa Szkoła Bankowa w Toruniu,other-names,
1314,Patrycjusz Matwiejczuk,Wyższa Szkoła Menedżerska w Warszawie,other-names,
1315,KAROL MAUSCH,Akademia im. Jakuba z Paradyża,other-names,
1324,Grażyna Mendecka,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
1336,Anna Magdalena Michalska,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,other-names,
1345,Łukasz Roland Miciuk,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
1350,Agnieszka Katarzyna Miklewska,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,other-names,
1351,Rafał Milner,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
1362,Tomasz Augustyn Misiuro,Uniwersytet Zielonogórski,other-names,
1364,Ewa Misterska,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1368,Piotr Modzelewski,Akademia Pomorska w Słupsku,other-names,
1369,Ewa Mojs,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
1379,Paulin Moszczyński,Tarnowska Szkoła Wyższa z siedzibą w Tarnowie,other-names,
1384,Barbara Maria Mróz,Uniwersytet Opolski,other-names,
1393,Joanna Mydlarska,Akademia Nauk Stosowanych im. Księcia Mieszka I w Poznaniu,other-names,
1396,Dominika Myślińska,Wyższa Szkoła Komunikacji Społecznej w Gdyni,other-names,
1397,Teresa Myśliwiec,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-names,
1401,Elżbieta Wiesława Napora,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,other-names,
1403,Wojciech Marek Napora,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,other-names,
1404,PATRYCJA Monika NARĘKIEWICZ,Akademia Morska w Szczecinie,other-names,
1408,Joanna Nawrocka,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1421,Tomasz Niemiec,Wyższa Szkoła Bankowa w Toruniu,other-names,
1429,Łukasz Andrzej Nikel,Uniwersytet Zielonogórski,other-names,
1430,Andrzej Nikitorowicz,Państwowa Uczelnia Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach,other-names,
1431,Jan Nikołajew,Wyższa Szkoła Bankowa w Poznaniu,other-names,
1440,Katarzyna Karolina Nosek-Komorowska,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
1448,KATARZYNA AGNIESZKA NOWAK,Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu,other-names,
1452,Agnieszka Nowakowska-Kaliszuk,Uniwersytet w Białymstoku,other-names,
1467,Rafał Ohme,Wyższa Szkoła Bankowa w Toruniu,other-names,
1472,MICHAŁ OLECH,Gdański Uniwersytet Medyczny,other-names,
1474,Karolina Oleksa-Marewska,Wyższa Szkoła Bankowa w Poznaniu,other-names,
1486,Sylwia Olszewska,Wyższa Szkoła Bankowa w Poznaniu,other-names,
1489,Jacek Konrad Olszewski,Wyższa Szkoła Humanitas w Sosnowcu,other-names,
1508,Krystyna Ostapiuk,"Wyższa Szkoła Zarządzania ""Edukacja"" we Wrocławiu",other-names,
1516,Grzegorz Pajestka,Uniwersytet Opolski,other-names,
1518,Maciej Paluch,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1524,Daniel Pankowski,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1532,Jacek Andrzej Pasternak,Uniwersytet Rzeszowski,other-names,
1533,Aneta Iwona Pasternak,Wyższa Szkoła Menedżerska w Warszawie,other-names,
1550,Marta Pawelec,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
1555,Justyna Pawlak,Uniwersytet Ekonomiczny w Krakowie,other-names,
1572,Joanna Piekarska,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1573,Maja Elżbieta Piekut,Małopolska Uczelnia Państwowa im. rotmistrza Witolda Pileckiego w Oświęcimiu,other-names,
1575,Kamila Jadwiga Pierchała,Małopolska Uczelnia Państwowa im. rotmistrza Witolda Pileckiego w Oświęcimiu,other-names,
1590,Katarzyna Joanna Piotrowska,Akademia Leona Koźmińskiego w Warszawie,other-names,
1611,Przemysław Piwowarczyk,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1613,Zdzisław Ples,Podkowiańska Wyższa Szkoła Medyczna im. Zofii i Jonasza Łyko w Podkowie Leśnej,other-names,
1614,Mieczysław Plopa,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1621,Joanna Weronika Płotnikowska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
1646,Wiesław Piotr Poleszak,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
1665,Robert Czesław Porzak,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
1674,Anna Ewa Potyka,Politechnika Śląska,other-names,
1676,Magdalena Prentka,Gnieźnieńska Szkoła Wyższa Milenium z siedzibą w Gnieźnie,other-names,
1691,Piotr Przybylski,Uniwersytet Zielonogórski,other-names,
1693,HANNA PRZYBYŁA-BASISTA,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1697,Ewa Małgorzata Pudłowska,Wyższa Szkoła Gospodarki Euroregionalnej im. Alcide De Gasperi w Józefowie,other-names,
1702,Joanna Putkiewicz-Aleksandrowicz,Instytut Fizjologii i Patologii Słuchu,other-names,
1706,Joanna Ewa Pyrkosz-Pacyna,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,other-names,
1710,Żaneta Rachwaniec,Śląski Uniwersytet Medyczny w Katowicach,other-names,
1717,Beata Rajba,Wyższa Szkoła Bankowa w Toruniu,other-names,
1723,Tomasz Rak,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
1724,Jarosław Marek Rakoczy,Uniwersytet Medyczny w Łodzi,other-names,
1725,Halina Rarot,Politechnika Lubelska,other-names,
1728,Karolina Ratajczak,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,other-names,
1729,Zofia Ratajczak,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
1732,Marta Rawińska,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1753,Aleksandra Maria Rogowska,Uniwersytet Opolski,other-names,
1764,Małgorzata Romanowska,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
1765,Tatiana Ronginska,Uniwersytet Zielonogórski,other-names,
1767,Robert Tomasz ROSA,Akademia Sztuki Wojennej,other-names,
1770,Renata Rosmus,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
1774,Agnieszka Roszkowska,Akademia Techniczno-Humanistyczna w Bielsku-Białej,other-names,
1777,Magdalena Rozmus,Wyższa Szkoła Nauk Społecznych z siedzibą w Lublinie,other-names,
1785,Patrycja Rudnicka,Akademia Sztuk Pięknych w Katowicach,other-names,
1786,Sylwia Rudnicka,Akademia Polonijna w Częstochowie,other-names,
1787,Paweł Rudnicki,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
1790,Joanna Rudzińska-Wojciechowska,Akademia Leona Koźmińskiego w Warszawie,other-names,
1791,Marta Małgorzata Rukat,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
1805,Jan Michał Rybak,Politechnika Rzeszowska im. Ignacego Łukasiewicza,other-names,
1811,Ludmiła Rycielska,Instytut Badań Edukacyjnych,other-names,
1825,Marta Małgorzata Rzadkiewicz,Warszawski Uniwersytet Medyczny,other-names,
1827,Ewa Rzechowska,Niepaństwowa Wyższa Szkoła Pedagogiczna w Białymstoku,other-names,
1831,Ludmila Sadovnicova,Wyższa Szkoła Bankowa w Poznaniu,other-names,
1833,Mariusz Sagan,Szkoła Główna Handlowa w Warszawie,other-names,
1838,Aleksandra Anna Samełko,Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,other-names,
1846,Monika Joanna Sawicka,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
1848,PRZEMYSŁAW SAWICKI,Akademia Leona Koźmińskiego w Warszawie,other-names,
1856,Małgorzata Sekułowicz,Akademia Wychowania Fizycznego we Wrocławiu,other-names,
1866,Andrzej Sędek,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach,other-names,
1870,Volodymyr Shakhov,Staropolska Akademia Nauk Stosowanych w Kielcach,other-names,
1872,Elżbieta Siarkiewicz,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
1878,Małgorzata Siekańska,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,other-names,
1887,Julia Ewa Sikorska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
1892,Małgorzata Sitarczyk,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
1897,Katarzyna Skałacka,Uniwersytet Opolski,other-names,
1899,Anna Barbara Skiert,Wyższa Szkoła Nauk Społecznych z siedzibą w Lublinie,other-names,
1902,Katarzyna Skok,Uniwersytet w Białymstoku,other-names,
1907,Natalia Skrzyczewska,Uniwersytet Zielonogórski,other-names,
1910,Anna Izabela Skuzińska,Akademia Medycznych i Społecznych Nauk Stosowanych,other-names,
1913,Radosław Paweł Sławomirski,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1915,Aneta Katarzyna Słowik,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
1929,Jagna Sobierajewicz,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
1936,Izabela Maria Solarczyk,Wyższa Szkoła Finansów i Zarządzania w Białymstoku,other-names,
1939,Paulina Joanna Soliwoda,Wyższa Szkoła Menedżerska w Warszawie,other-names,
1948,Irena Sorokosz,Akademia Nauk Stosowanych w Elblągu,other-names,
1958,Agnieszka Maria Springer,Wyższa Szkoła Bankowa w Poznaniu,other-names,
1959,Ryszard Stach,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-names,
1961,Ryszard Stachowski,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1964,Katarzyna Joanna Staniewska,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
1966,Jan Stanik,Wyższa Szkoła Zarządzania Ochroną Pracy w Katowicach,other-names,
1968,Ewa Stanisławiak,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
1970,Maia Stanisławska-Kubiak,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
1974,Małgorzata Anna Stańczak,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
1996,Bogusław Stelcer,Uniwersytet Przyrodniczy w Poznaniu,other-names,
1998,Marcin Stencel,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
1999,Agnieszka Anna Stetkiewicz-Lewandowicz,Uniwersytet Medyczny w Łodzi,other-names,
2006,Małgorzata Stolarska,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-names,
2009,Jagoda Stompór-Świderska,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
2025,Wojciech Grzegorz Styk,Wyższa Szkoła Menedżerska w Warszawie,other-names,
2030,Anna Maria Suchańska,Wyższa Szkoła Bankowa w Poznaniu,other-names,
2037,Monika Surawska,Akademia Nauk Stosowanych w Łomży,other-names,
2044,Agata Szabała,Państwowa Wyższa Szkoła Zawodowa w Chełmie,other-names,
2045,Izabela Marianna Szafarczyk,Uczelnia Nauk Społecznych,other-names,
2050,Jan Szałański,Akademia Nauk Stosowanych Gospodarki Krajowej w Kutnie,other-names,
2061,Alicja Szczygieł,Uniwersytet Ekonomiczny w Krakowie,other-names,
2066,Jarosław Wojciech Szczygieł,Wyższa Szkoła Humanitas w Sosnowcu,other-names,
2067,Aleksandra Agnieszka Szczygieł,Państwowa Uczelnia im. Stefana Batorego,other-names,
2079,Agnieszka Szołtek,Wyższa Szkoła Policji w Szczytnie,other-names,
2081,Alicja Elżbieta Szostkiewicz,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
2087,Cezary Szpytma,Politechnika Rzeszowska im. Ignacego Łukasiewicza,other-names,
2089,Dobrochna Maria Sztajerska,Małopolska Uczelnia Państwowa im. rotmistrza Witolda Pileckiego w Oświęcimiu,other-names,
2116,Patryk Szymański,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie,other-names,
2121,Magdalena Ewa Ścigała,Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej,other-names,
2131,Katarzyna Śliwińska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
2143,Ewa Świerczek,Państwowa Wyższa Szkoła Zawodowa w Raciborzu,other-names,
2147,Izabela Taborska ,Staropolska Akademia Nauk Stosowanych w Kielcach,other-names,
2155,Jolanta Ewa Tarapata,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,other-names,
2156,Bartłomiej Michał Tarkowski,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi,other-names,
2159,Andrzej Tarłowski,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
2161,Adam Tarnowski,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
2183,Krzysztof Tadeusz Tokarski,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
2193,Marzena Maria Tomczak,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,other-names,
2210,Justyna Lilianna Trepka-Starosta,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
2211,Maciej Piotr Trojan,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
2214,Elżbieta Trylińska Tekielska,Wyższa Szkoła Rehabilitacji w Warszawie,other-names,
2237,Halina Alicja Tumolska,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
2241,Wioletta Kornelia Tuszyńska-Bogucka,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
2245,TADEUSZ TYSZKA,Akademia Leona Koźmińskiego w Warszawie,other-names,
2249,Joanna Kamilla Ulatowska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
2250,Grażyna Iwona Urbanik-Papp,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-names,
2258,Małgorzata Walczak,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,other-names,
2259,Radosław Bartosz Walczak,Uniwersytet Opolski,other-names,
2268,Zuzanna Wałach-Biśta,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,other-names,
2269,Katarzyna Warchoł-Biedermann,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
2270,Marcin Warmiński,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
2275,Barbara Ewa Wawak-Sobierajska,Akademia Nauk Stosowanych im. Księcia Mieszka I w Poznaniu,other-names,
2277,Małgorzata Wąsacz,Uniwersytet Rzeszowski,other-names,
2278,Grażyna Zofia Wąsowicz,Akademia Leona Koźmińskiego w Warszawie,other-names,
2283,Jacek Wezgraj,Politechnika Koszalińska,other-names,
2291,Katarzyna Wiejak,Instytut Badań Edukacyjnych,other-names,
2292,Agnieszka Wielgus,Szkoła Wyższa im. Pawła Włodkowica w Płocku,other-names,
2294,Joanna Małgorzata Wieprow,Wyższa Szkoła Bankowa we Wrocławiu,other-names,
2295,Agnieszka Wieprzycka,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
2307,Agnieszka Wilczyńska,Wyższa Szkoła Bankowa w Toruniu,other-names,
2314,Magdalena Wiśniewska,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
2327,Joanna Dagmara Witowska,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach,other-names,
2333,Małgorzata Barbara Wojciechowska,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
2340,Krystyna Wojciechowska,Politechnika Lubelska,other-names,
2343,Łukasz Wojciechowski,Uniwersytet Zielonogórski,other-names,
2350,Bożena Wojtasik,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
2353,Agnieszka Wojtowicz,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,other-names,
2354,Ewa Wojtowicz,Wyższa Szkoła Menedżerska w Warszawie,other-names,
2358,Agata Teresa Wolanin,Politechnika Rzeszowska im. Ignacego Łukasiewicza,other-names,
2378,Anna Iwona Worsztynowicz,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
2379,Leszek Woszczek,Wyższa Szkoła Zarządzania Ochroną Pracy w Katowicach,other-names,
2381,Agata Woźniak,Gnieźnieńska Szkoła Wyższa Milenium z siedzibą w Gnieźnie,other-names,
2384,Agata Barbara Woźniak-Krakowian,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,other-names,
2388,Rafał  Wojciech Wójciak,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
2390,Małgorzata Teresa Wójcik,Karpacka Państwowa Uczelnia w Krośnie,other-names,
2392,Adrian Dominik Wójcik,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
2395,Helena Wiesława Wrona-Polańska,Wyższa Szkoła Gospodarki w Bydgoszczy,other-names,
2400,Krzysztof Witold Wrześniewski,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,other-names,
2401,Szymon Wrześniowski,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
2403,Grzegorz Wudarzewski,Wyższa Szkoła Bankowa we Wrocławiu,other-names,
2409,Kinga Wytrychiewicz,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
2435,Karolina Joanna Zalewska,Uniwersytet Przyrodniczy we Wrocławiu,other-names,
2437,Beata Zamorska,Collegium Da Vinci z siedzibą w Poznaniu,other-names,
2439,Anna Łucja Zarębska,Uczelnia Nauk Społecznych,other-names,
2451,Agnieszka Sylwia Zawadzka-Jabłonowska,Akademia Leona Koźmińskiego w Warszawie,other-names,
2456,Przemysław Zdybek,Uniwersytet Opolski,other-names,
2457,Krzysztof Zdziarski,Pomorski Uniwersytet Medyczny w Szczecinie,other-names,
2460,Piotr Zieliński,Wojskowy Instytut Medycyny Lotniczej,other-names,
2463,Jerzy Tadeusz Zięba,Uniwersytet Rzeszowski,other-names,
